"PCC","AverageWeight","Year"
"31502530",NA,"2001"
"31502530",NA,"2000"
"31502530",NA,"1999"
"31502530",NA,"1998"
"31502400",0.6,"1995"
"31502530",NA,"1996"
"31502203",NA,"1995"
"31502400",0.6,"2007"
"31502400",0.6,"2006"
"31502400",0.6,"2005"
"31502400",0.6,"2004"
"31502400",0.6,"2003"
"31502400",0.6,"2002"
"31502400",0.6,"2001"
"31502400",0.6,"2000"
"31502400",0.6,"1999"
"31502400",0.6,"1998"
"31502530",NA,"1997"
"31501559",NA,"2003"
"31502203",NA,"1997"
"31501570",NA,"2004"
"31501570",NA,"2003"
"31501570",NA,"2002"
"31501570",NA,"2001"
"31501570",NA,"2000"
"31501570",NA,"1999"
"31501570",NA,"1998"
"31501559",NA,"2007"
"31501559",NA,"2006"
"31501570",NA,"2006"
"31501559",NA,"2004"
"31501570",NA,"2007"
"31501559",NA,"2002"
"31501559",NA,"2001"
"31501559",NA,"2000"
"31501559",NA,"1999"
"31501559",NA,"1998"
"31501559",NA,"1997"
"31501559",NA,"1996"
"31501559",NA,"1995"
"31501556",NA,"2007"
"31501556",NA,"2006"
"31501559",NA,"2005"
"31502200",0.6,"1995"
"31502200",0.6,"2007"
"31502200",0.6,"2006"
"31502200",0.6,"2005"
"31502200",0.6,"2004"
"31502200",0.6,"2003"
"31502200",0.6,"2002"
"31502200",0.6,"2001"
"31502200",0.6,"2000"
"31502200",0.6,"1999"
"31502200",0.6,"1998"
"31501570",NA,"2005"
"31502200",0.6,"1996"
"29712470",NA,"2000"
"31502100",NA,"2007"
"31502100",NA,"2006"
"31502100",NA,"2005"
"31502100",NA,"2004"
"31502100",NA,"2003"
"31502100",NA,"2002"
"31502100",NA,"2001"
"31502100",NA,"2000"
"31502100",NA,"1999"
"31502100",NA,"1998"
"31502200",0.6,"1997"
"28241133",NA,"2008"
"28241113",3.55,"2009"
"28294330",NA,"2009"
"28294330",NA,"2008"
"28252050",NA,"2009"
"28252050",NA,"2008"
"28241190",2.05,"2009"
"28241190",2.05,"2008"
"28241150",2.9,"2009"
"28241150",2.9,"2008"
"28241135",2.28,"2009"
"28294350",NA,"2009"
"28241133",NA,"2009"
"28931560",NA,"2008"
"28241127",3.64,"2009"
"28241127",3.64,"2008"
"28241125",5.57,"2009"
"28241125",5.57,"2008"
"28241123",5.89,"2009"
"28241123",5.89,"2008"
"28241117",3.13,"2009"
"28241117",3.13,"2008"
"28241115",5.7,"2009"
"29232050",NA,"1996"
"28241135",2.28,"2008"
"29231390",NA,"2000"
"27903154",NA,"2008"
"29232050",NA,"1994"
"29232050",NA,"1993"
"29232030",0.53,"1995"
"29232030",0.53,"1994"
"29232030",0.53,"1993"
"29231390",NA,"2006"
"29231390",NA,"2005"
"29231390",NA,"2004"
"29231390",NA,"2003"
"28294350",NA,"2008"
"29231390",NA,"2001"
"28241113",3.55,"2008"
"29231390",NA,"1999"
"29231390",NA,"1998"
"29231390",NA,"1997"
"29231390",NA,"1996"
"29231390",NA,"1995"
"28993975",NA,"2009"
"28993975",NA,"2008"
"28942130",45.75,"2009"
"28942130",45.75,"2008"
"28931560",NA,"2009"
"29231390",NA,"2002"
"28221200",NA,"2002"
"28241115",5.7,"2008"
"28221203",NA,"1998"
"28221203",NA,"1997"
"28221203",NA,"1996"
"28221203",NA,"1995"
"28221203",NA,"1994"
"28221203",NA,"1993"
"28221200",NA,"2007"
"28221200",NA,"2006"
"28221200",NA,"2005"
"28221203",NA,"2000"
"28221200",NA,"2003"
"28221203",NA,"2001"
"28221200",NA,"2001"
"28221200",NA,"2000"
"28221200",NA,"1999"
"28221200",NA,"1998"
"28221200",NA,"1997"
"28221200",NA,"1996"
"28221200",NA,"1995"
"28221200",NA,"1994"
"28221200",NA,"1993"
"29712470",NA,"2002"
"28221200",NA,"2004"
"28221205",NA,"2002"
"28232100",NA,"2009"
"28232100",NA,"2008"
"28221207",NA,"2002"
"28221207",NA,"2001"
"28221207",NA,"2000"
"28221207",NA,"1999"
"28221207",NA,"1998"
"28221207",NA,"1997"
"28221207",NA,"1996"
"28221207",NA,"1995"
"28221203",NA,"1999"
"28221207",NA,"1993"
"29232050",NA,"1997"
"28221205",NA,"2001"
"28221205",NA,"2000"
"28221205",NA,"1999"
"28221205",NA,"1998"
"28221205",NA,"1997"
"28221205",NA,"1996"
"28221205",NA,"1995"
"28221205",NA,"1994"
"28221205",NA,"1993"
"28221203",NA,"2002"
"28221207",NA,"1994"
"29405223",5.89,"2002"
"29405215",NA,"2001"
"29405233",NA,"1993"
"29405227",3.64,"2002"
"29405227",3.64,"2001"
"29405227",3.64,"2000"
"29405227",3.64,"1999"
"29405227",3.64,"1998"
"29405225",5.57,"2002"
"29405225",5.57,"2001"
"29405225",5.57,"2000"
"29405233",NA,"1995"
"29405225",5.57,"1998"
"29405233",NA,"1996"
"29405223",5.89,"2001"
"29405223",5.89,"2000"
"29405223",5.89,"1999"
"29405223",5.89,"1998"
"29405217",NA,"2002"
"29405217",NA,"2001"
"29405217",NA,"2000"
"29405217",NA,"1999"
"29405217",NA,"1998"
"29232050",NA,"1995"
"29405225",5.57,"1999"
"29405235",NA,"1997"
"29405253",NA,"1999"
"29405253",NA,"1998"
"29405251",NA,"2002"
"29405251",NA,"2001"
"29405251",NA,"2000"
"29405251",NA,"1999"
"29405251",NA,"1998"
"29405235",NA,"2002"
"29405235",NA,"2001"
"29405235",NA,"2000"
"29405233",NA,"1994"
"29405235",NA,"1998"
"29405215",NA,"2000"
"29405235",NA,"1996"
"29405235",NA,"1995"
"29405235",NA,"1994"
"29405235",NA,"1993"
"29405233",NA,"2002"
"29405233",NA,"2001"
"29405233",NA,"2000"
"29405233",NA,"1999"
"29405233",NA,"1998"
"29405233",NA,"1997"
"29405235",NA,"1999"
"29232070",0.53,"1993"
"29405215",NA,"2002"
"29243330",NA,"2003"
"29243330",NA,"2002"
"29243330",NA,"2001"
"29243330",NA,"2000"
"29243330",NA,"1999"
"29243330",NA,"1998"
"29243330",NA,"1997"
"29243330",NA,"1996"
"29243330",NA,"1995"
"29243330",NA,"2005"
"29232070",0.53,"1994"
"29243330",NA,"2006"
"29232050",NA,"2007"
"29232050",NA,"2006"
"29232050",NA,"2005"
"29232050",NA,"2004"
"29232050",NA,"2003"
"29232050",NA,"2002"
"29232050",NA,"2001"
"29232050",NA,"2000"
"29232050",NA,"1999"
"29232050",NA,"1998"
"29232070",0.53,"1995"
"29243350",NA,"2004"
"29405215",NA,"1999"
"29405215",NA,"1998"
"29405213",NA,"2002"
"29405213",NA,"2001"
"29405213",NA,"2000"
"29405213",NA,"1999"
"29405213",NA,"1998"
"29312310",NA,"2009"
"29312310",NA,"2008"
"29243350",NA,"2007"
"29243330",NA,"2004"
"29243350",NA,"2005"
"27903145",NA,"2009"
"29243350",NA,"2003"
"29243350",NA,"2002"
"29243350",NA,"2001"
"29243350",NA,"2000"
"29243350",NA,"1999"
"29243350",NA,"1998"
"29243350",NA,"1997"
"29243350",NA,"1996"
"29243350",NA,"1995"
"29243330",NA,"2007"
"29243350",NA,"2006"
"26511215",NA,"2009"
"26404355",NA,"2008"
"26515175",NA,"2008"
"26515135",NA,"2009"
"26515135",NA,"2008"
"26514555",NA,"2009"
"26514555",NA,"2008"
"26514330",NA,"2009"
"26514330",NA,"2008"
"26511239",NA,"2009"
"26511239",NA,"2008"
"26515235",NA,"2008"
"26511235",NA,"2008"
"26515235",NA,"2009"
"26511215",NA,"2008"
"26406000",2,"2009"
"26406000",2,"2008"
"26404400",NA,"2009"
"26404400",NA,"2008"
"26404370",3.8,"2009"
"26404370",3.8,"2008"
"26404359",3.21,"2009"
"26404359",3.21,"2008"
"26517015",0.15,"2009"
"26511235",NA,"2009"
"26515383",NA,"2008"
"27903154",NA,"2009"
"26516670",NA,"2009"
"26516670",NA,"2008"
"26516650",NA,"2009"
"26516650",NA,"2008"
"26516370",NA,"2009"
"26516370",NA,"2008"
"26516255",NA,"2009"
"26516255",NA,"2008"
"26516210",NA,"2009"
"26515175",NA,"2009"
"26515383",NA,"2009"
"26404270",NA,"2008"
"26404270",NA,"2009"
"26404270",NA,"2010"
"26521100",0.08,"2008"
"26521100",0.08,"2009"
"26515381",NA,"2009"
"26515381",NA,"2008"
"26515313",NA,"2009"
"26515313",NA,"2008"
"26515283",NA,"2009"
"26515283",NA,"2008"
"26515271",NA,"2009"
"26515271",NA,"2008"
"26515239",NA,"2009"
"26515239",NA,"2008"
"26516210",NA,"2008"
"26201500",9.39,"2009"
"26404355",NA,"2009"
"26301300",0.66,"2008"
"26301200",NA,"2009"
"26301200",NA,"2008"
"26301100",NA,"2009"
"26301100",NA,"2008"
"26203000",NA,"2009"
"26203000",NA,"2008"
"26201800",10.32,"2009"
"26201800",10.32,"2008"
"26302100",0.45,"2008"
"26302100",0.45,"2009"
"26201500",9.39,"2008"
"26201400",9.5,"2009"
"26201400",9.5,"2008"
"26201300",8,"2009"
"26201300",8,"2008"
"26201200",NA,"2009"
"26201100",NA,"2009"
"26201100",NA,"2008"
"26122000",0.4,"2009"
"26122000",0.4,"2008"
"26404239",NA,"2009"
"26404239",NA,"2008"
"26404237",NA,"2009"
"26404237",NA,"2008"
"26404235",NA,"2009"
"26404235",NA,"2008"
"26404100",NA,"2009"
"26404100",NA,"2008"
"26521100",0.08,"2010"
"26403460",NA,"2009"
"26301300",0.66,"2009"
"26522830",NA,"2008"
"26305080",NA,"2009"
"26305080",NA,"2008"
"26305020",NA,"2009"
"26305020",NA,"2008"
"26302340",NA,"2009"
"26302340",NA,"2008"
"26302330",0.5,"2009"
"26302330",0.5,"2008"
"26302200",0.09,"2009"
"26302200",0.09,"2008"
"26403460",NA,"2008"
"27512200",0.52,"2009"
"27403300",NA,"2008"
"27512450",1.54,"2008"
"27512370",1.5,"2009"
"27512370",1.5,"2008"
"27512350",1.57,"2009"
"27512350",1.57,"2008"
"27512330",NA,"2009"
"27512330",NA,"2008"
"27512315",0.4,"2009"
"27512315",0.4,"2008"
"27512490",3.36,"2008"
"27512313",0.6,"2008"
"27512490",3.36,"2009"
"27512200",0.52,"2008"
"27511530",2.9,"2009"
"27511530",2.9,"2008"
"27511400",1.81,"2009"
"27511400",1.81,"2008"
"27403930",NA,"2009"
"27403930",NA,"2008"
"27403910",NA,"2009"
"27403910",NA,"2008"
"26517015",0.15,"2008"
"27512313",0.6,"2009"
"27512900",NA,"2008"
"27903145",NA,"2008"
"27903118",14,"2009"
"27903118",14,"2008"
"27903109",NA,"2009"
"27903109",NA,"2008"
"27902080",6.5,"2009"
"27902080",6.5,"2008"
"27902050",NA,"2009"
"27902050",NA,"2008"
"27902020",NA,"2009"
"27512450",1.54,"2009"
"27512900",NA,"2009"
"27403200",0.4,"2009"
"27512835",6.7,"2009"
"27512835",6.7,"2008"
"27512570",0.5,"2009"
"27512570",0.5,"2008"
"27512550",1.61,"2009"
"27512550",1.61,"2008"
"27512530",1.01,"2009"
"27512530",1.01,"2008"
"27902020",NA,"2008"
"26701530",NA,"2009"
"27403300",NA,"2009"
"27401293",NA,"2008"
"27401250",NA,"2009"
"27401250",NA,"2008"
"27401100",NA,"2009"
"27401100",NA,"2008"
"27115040",1.54,"2009"
"27115040",1.54,"2008"
"269900Z0",NA,"2009"
"269900Z0",NA,"2008"
"27401295",NA,"2008"
"26701550",NA,"2008"
"27401295",NA,"2009"
"26701530",NA,"2008"
"26701400",0.5,"2009"
"26701400",0.5,"2008"
"26701250",0.5,"2009"
"26701250",0.5,"2008"
"26601280",0.75,"2009"
"26601280",0.75,"2008"
"26601230",NA,"2009"
"26601230",NA,"2008"
"26522830",NA,"2009"
"26701550",NA,"2009"
"27401550",0.12,"2008"
"27403200",0.4,"2008"
"27402500",NA,"2009"
"27402500",NA,"2008"
"27402400",0.6,"2009"
"27402400",0.6,"2008"
"27402200",0.6,"2009"
"27402200",0.6,"2008"
"27402100",NA,"2009"
"27402100",NA,"2008"
"27401570",0.12,"2009"
"27401293",NA,"2009"
"27401550",0.12,"2009"
"29405253",NA,"2002"
"27401530",0.11,"2009"
"27401530",0.11,"2008"
"27401510",0.12,"2009"
"27401510",0.12,"2008"
"27401490",0.12,"2009"
"27401490",0.12,"2008"
"27401460",NA,"2009"
"27401460",NA,"2008"
"27401300",NA,"2009"
"27401300",NA,"2008"
"27401570",0.12,"2008"
"29712230",0.52,"1994"
"29712180",NA,"1997"
"29712230",0.52,"2005"
"29712230",0.52,"2004"
"29712230",0.52,"2003"
"29712230",0.52,"2002"
"29712230",0.52,"2001"
"29712230",0.52,"2000"
"29712230",0.52,"1999"
"29712230",0.52,"1998"
"29712230",0.52,"1997"
"29712230",0.52,"2007"
"29712230",0.52,"1995"
"29712250",NA,"1993"
"29712230",0.52,"1993"
"29712180",NA,"2006"
"29712180",NA,"2005"
"29712180",NA,"2004"
"29712180",NA,"2003"
"29712180",NA,"2002"
"29712180",NA,"2001"
"29712180",NA,"2000"
"29712180",NA,"1999"
"29712313",0.6,"2002"
"29712230",0.52,"1996"
"29712250",0.47,"2004"
"29405253",NA,"2000"
"29712313",0.6,"2000"
"29712313",0.6,"1999"
"29712313",0.6,"1998"
"29712313",0.6,"1997"
"29712313",0.6,"1996"
"29712313",0.6,"1995"
"29712313",0.6,"1994"
"29712313",0.6,"1993"
"29712250",0.47,"2007"
"29712230",0.52,"2006"
"29712250",0.47,"2005"
"29712180",NA,"1996"
"29712250",0.47,"2003"
"29712250",0.47,"2002"
"29712250",0.47,"2001"
"29712250",0.47,"2000"
"29712250",0.47,"1999"
"29712250",0.47,"1998"
"29712250",0.47,"1997"
"29712250",0.47,"1996"
"29712250",0.47,"1995"
"29712250",NA,"1994"
"29712250",0.47,"2006"
"29712130",10,"2000"
"29712180",NA,"1998"
"29712150",NA,"1997"
"29712150",NA,"1996"
"29712150",NA,"1995"
"29712150",NA,"1994"
"29712150",NA,"1993"
"29712130",10,"2006"
"29712130",10,"2005"
"29712130",10,"2004"
"29712130",10,"2003"
"29712150",NA,"1999"
"29712130",10,"2001"
"29712150",NA,"2000"
"29712130",10,"1999"
"29712130",10,"1998"
"29712130",10,"1997"
"29712130",10,"1996"
"29712130",10,"1995"
"29712130",10,"1994"
"29712130",10,"1993"
"29711535",NA,"1999"
"29711535",NA,"1998"
"29711535",NA,"1997"
"29712130",10,"2002"
"29712170",1.5,"1997"
"29712180",NA,"1995"
"29712180",NA,"1994"
"29712180",NA,"1993"
"29712170",1.5,"2006"
"29712170",1.5,"2005"
"29712170",1.5,"2004"
"29712170",1.5,"2003"
"29712170",1.5,"2002"
"29712170",1.5,"2001"
"29712170",1.5,"2000"
"29712150",NA,"1998"
"29712170",1.5,"1998"
"29712313",0.6,"2003"
"29712170",1.5,"1996"
"29712170",1.5,"1995"
"29712170",1.5,"1994"
"29712170",1.5,"1993"
"29712150",NA,"2006"
"29712150",NA,"2005"
"29712150",NA,"2004"
"29712150",NA,"2003"
"29712150",NA,"2002"
"29712150",NA,"2001"
"29712170",1.5,"1999"
"29712375",1.5,"1993"
"29712373",1.5,"1997"
"29712375",1.5,"2004"
"29712375",1.5,"2003"
"29712375",1.5,"2002"
"29712375",1.5,"2001"
"29712375",1.5,"2000"
"29712375",1.5,"1999"
"29712375",1.5,"1998"
"29712375",1.5,"1997"
"29712375",1.5,"1996"
"29712375",1.5,"2006"
"29712375",1.5,"1994"
"29712375",1.5,"2007"
"29712373",1.5,"2007"
"29712373",1.5,"2006"
"29712373",1.5,"2005"
"29712373",1.5,"2004"
"29712373",1.5,"2003"
"29712373",1.5,"2002"
"29712373",1.5,"2001"
"29712373",1.5,"2000"
"29712373",1.5,"1999"
"29712313",0.6,"2001"
"29712375",1.5,"1995"
"29712450",1.54,"2003"
"30021670",NA,"2000"
"29712470",NA,"1999"
"29712470",NA,"1998"
"29712470",NA,"1997"
"29712470",NA,"1996"
"29712470",NA,"1995"
"29712470",NA,"1994"
"29712470",NA,"1993"
"29712450",1.54,"2007"
"29712450",1.54,"2006"
"29712375",1.5,"2005"
"29712450",1.54,"2004"
"29712373",1.5,"1996"
"29712450",1.54,"2002"
"29712450",1.54,"2001"
"29712450",1.54,"2000"
"29712450",1.54,"1999"
"29712450",1.54,"1998"
"29712450",1.54,"1997"
"29712450",1.54,"1996"
"29712450",1.54,"1995"
"29712450",1.54,"1994"
"29712450",1.54,"1993"
"29712450",1.54,"2005"
"29712315",0.4,"2001"
"29712373",1.5,"1998"
"29712330",NA,"1999"
"29712330",NA,"1998"
"29712330",NA,"1997"
"29712330",NA,"1996"
"29712330",NA,"1995"
"29712315",0.4,"2007"
"29712315",0.4,"2006"
"29712315",0.4,"2005"
"29712315",0.4,"2004"
"29712330",NA,"2001"
"29712315",0.4,"2002"
"29712330",NA,"2002"
"29712315",0.4,"2000"
"29712315",0.4,"1999"
"29712315",0.4,"1998"
"29712315",0.4,"1997"
"29712315",0.4,"1996"
"29712315",0.4,"1995"
"29712313",0.6,"2007"
"29712313",0.6,"2006"
"29712313",0.6,"2005"
"29712313",0.6,"2004"
"29712315",0.4,"2003"
"29712350",1.57,"1998"
"29712373",1.5,"1995"
"29712373",1.5,"1994"
"29712373",1.5,"1993"
"29712350",1.57,"2007"
"29712350",1.57,"2006"
"29712350",1.57,"2005"
"29712350",1.57,"2004"
"29712350",1.57,"2003"
"29712350",1.57,"2002"
"29712350",1.57,"2001"
"29712330",NA,"2000"
"29712350",1.57,"1999"
"29711535",NA,"1994"
"29712350",1.57,"1997"
"29712350",1.57,"1996"
"29712350",1.57,"1995"
"29712350",1,"1994"
"29712350",1,"1993"
"29712330",NA,"2007"
"29712330",NA,"2006"
"29712330",NA,"2005"
"29712330",NA,"2004"
"29712330",NA,"2003"
"29712350",1.57,"2000"
"29411115",NA,"2007"
"29406050",NA,"2001"
"29411125",5.57,"2003"
"29411123",5.89,"2007"
"29411123",5.89,"2006"
"29411123",5.89,"2005"
"29411123",5.89,"2004"
"29411123",5.89,"2003"
"29411117",NA,"2007"
"29411117",NA,"2006"
"29411117",NA,"2005"
"29411125",5.57,"2005"
"29411117",NA,"2003"
"29411125",5.57,"2006"
"29411115",NA,"2006"
"29411115",NA,"2005"
"29411115",NA,"2004"
"29411115",NA,"2003"
"29411113",NA,"2007"
"29411113",NA,"2006"
"29411113",NA,"2005"
"29411113",NA,"2004"
"29411113",NA,"2003"
"29711535",NA,"1996"
"29411117",NA,"2004"
"29411133",NA,"2007"
"29411153",NA,"2004"
"29411153",NA,"2003"
"29411151",NA,"2007"
"29411151",NA,"2006"
"29411151",NA,"2005"
"29411151",NA,"2004"
"29411151",NA,"2003"
"29411135",NA,"2007"
"29411135",NA,"2006"
"29411135",NA,"2005"
"29411125",5.57,"2004"
"29411135",NA,"2003"
"29406050",NA,"2000"
"29411133",NA,"2006"
"29411133",NA,"2005"
"29411133",NA,"2004"
"29411133",NA,"2003"
"29411127",3.64,"2007"
"29411127",3.64,"2006"
"29411127",3.64,"2005"
"29411127",3.64,"2004"
"29411127",3.64,"2003"
"29411125",5.57,"2007"
"29411135",NA,"2004"
"29405257",NA,"2002"
"29406050",NA,"2002"
"29406023",NA,"1998"
"29405290",NA,"2002"
"29405290",NA,"2001"
"29405290",NA,"2000"
"29405290",NA,"1999"
"29405290",NA,"1998"
"29405290",NA,"1997"
"29405290",NA,"1996"
"29405290",NA,"1995"
"29406023",NA,"2000"
"29405290",NA,"1993"
"29406023",NA,"2001"
"29405257",NA,"2001"
"29405257",NA,"2000"
"29405257",NA,"1999"
"29405257",NA,"1998"
"29405255",NA,"2002"
"29405255",NA,"2001"
"29405255",NA,"2000"
"29405255",NA,"1999"
"29405255",NA,"1998"
"29712470",NA,"2001"
"29405290",NA,"1994"
"29406030",NA,"2002"
"29406050",NA,"1999"
"29406050",NA,"1998"
"29406045",NA,"2002"
"29406045",NA,"2001"
"29406045",NA,"2000"
"29406045",NA,"1999"
"29406045",NA,"1998"
"29406043",NA,"2002"
"29406043",NA,"2001"
"29406043",NA,"2000"
"29406023",NA,"1999"
"29406043",NA,"1998"
"29411153",NA,"2007"
"29406030",NA,"2001"
"29406030",NA,"2000"
"29406030",NA,"1999"
"29406030",NA,"1998"
"29406025",14,"2002"
"29406025",14,"2001"
"29406025",14,"2000"
"29406025",14,"1999"
"29406025",14,"1998"
"29406023",NA,"2002"
"29406043",NA,"1999"
"29542130",45.75,"2000"
"29411153",NA,"2005"
"29711400",1.81,"1995"
"29711400",1.81,"1994"
"29711400",1.81,"1993"
"29711210",NA,"1993"
"29542130",45.75,"2007"
"29542130",45.75,"2006"
"29542130",45.75,"2005"
"29542130",45.75,"2004"
"29542130",45.75,"2003"
"29711400",1.81,"1997"
"29542130",45.75,"2001"
"29711400",1.81,"1998"
"29542130",45.75,"1999"
"29542130",45.75,"1998"
"29542130",45.75,"1997"
"29542130",45.75,"1996"
"29542130",45.75,"1995"
"29531573",NA,"2007"
"29531573",NA,"2006"
"29531573",NA,"2005"
"29531573",NA,"2004"
"29531573",NA,"2003"
"29542130",45.75,"2002"
"29711530",2.9,"1994"
"29405253",NA,"2001"
"29711535",NA,"1993"
"29711533",NA,"1999"
"29711533",NA,"1998"
"29711533",NA,"1997"
"29711533",NA,"1996"
"29711533",NA,"1995"
"29711533",NA,"1994"
"29711533",NA,"1993"
"29711530",2.9,"2007"
"29711400",1.81,"1996"
"29711530",2.9,"1995"
"29531573",NA,"2000"
"29711530",2.9,"1993"
"29711400",1.81,"2007"
"29711400",1.81,"2006"
"29711400",1.81,"2005"
"29711400",1.81,"2004"
"29711400",1.81,"2003"
"29711400",1.81,"2002"
"29711400",1.81,"2001"
"29711400",1.81,"2000"
"29711400",1.81,"1999"
"29711530",2.9,"2006"
"29411157",NA,"2007"
"29432025",14,"2004"
"29432025",14,"2003"
"29432023",NA,"2007"
"29432023",NA,"2006"
"29432023",NA,"2005"
"29432023",NA,"2004"
"29432023",NA,"2003"
"29411190",NA,"2007"
"29411190",NA,"2006"
"29411190",NA,"2005"
"29531573",NA,"2002"
"29411190",NA,"2003"
"29432025",14,"2007"
"29411157",NA,"2006"
"29411157",NA,"2005"
"29411157",NA,"2004"
"29411157",NA,"2003"
"29411155",NA,"2007"
"29411155",NA,"2006"
"29411155",NA,"2005"
"29411155",NA,"2004"
"29411155",NA,"2003"
"29711535",NA,"1995"
"29411190",NA,"2004"
"29432045",NA,"2003"
"29411153",NA,"2006"
"29531573",NA,"1999"
"29531573",NA,"1998"
"29432050",NA,"2007"
"29432050",NA,"2006"
"29432050",NA,"2005"
"29432050",NA,"2004"
"29432050",NA,"2003"
"29432045",NA,"2007"
"29432045",NA,"2006"
"29432025",14,"2005"
"29432045",NA,"2004"
"29432025",14,"2006"
"29432043",NA,"2007"
"29432043",NA,"2006"
"29432043",NA,"2005"
"29432043",NA,"2004"
"29432043",NA,"2003"
"29432030",NA,"2007"
"29432030",NA,"2006"
"29432030",NA,"2005"
"29432030",NA,"2004"
"29432030",NA,"2003"
"29531573",NA,"2001"
"29432045",NA,"2005"
"33403339",NA,"2002"
"33403335",NA,"2006"
"33403350",NA,"1998"
"33403350",NA,"1997"
"33403350",NA,"1996"
"33403350",NA,"1995"
"33403350",NA,"1994"
"33403350",NA,"1993"
"33403339",NA,"2007"
"33403339",NA,"2006"
"33403339",NA,"2005"
"33403350",NA,"2000"
"33403339",NA,"2003"
"33403350",NA,"2001"
"33403339",NA,"2001"
"33403339",NA,"2000"
"33403339",NA,"1999"
"33403339",NA,"1998"
"33403339",NA,"1997"
"33403339",NA,"1996"
"33403339",NA,"1995"
"33403339",NA,"1994"
"33403339",NA,"1993"
"33403450",NA,"1995"
"33403339",NA,"2004"
"33403430",NA,"1997"
"33403250",NA,"2000"
"33403450",NA,"1993"
"33403430",NA,"2007"
"33403430",NA,"2006"
"33403430",NA,"2005"
"33403430",NA,"2004"
"33403430",NA,"2003"
"33403430",NA,"2002"
"33403430",NA,"2001"
"33403430",NA,"2000"
"33403350",NA,"1999"
"33403430",NA,"1998"
"33403335",NA,"2005"
"33403430",NA,"1996"
"33403430",NA,"1995"
"33403430",NA,"1994"
"33403430",NA,"1993"
"33403350",NA,"2007"
"33403350",NA,"2006"
"33403350",NA,"2005"
"33403350",NA,"2004"
"33403350",NA,"2003"
"33403350",NA,"2002"
"33403430",NA,"1999"
"33403270",NA,"1997"
"33403335",NA,"2007"
"33403310",NA,"1993"
"33403270",NA,"2007"
"33403270",NA,"2006"
"33403270",NA,"2005"
"33403270",NA,"2004"
"33403270",NA,"2003"
"33403270",NA,"2002"
"33403270",NA,"2001"
"33403270",NA,"2000"
"33403310",NA,"1995"
"33403270",NA,"1998"
"33403310",NA,"1996"
"33403270",NA,"1996"
"33403270",NA,"1995"
"33403270",NA,"1994"
"33403270",NA,"1993"
"33403250",NA,"2006"
"33403250",NA,"2005"
"33403250",NA,"2004"
"33403250",NA,"2003"
"33403250",NA,"2002"
"33205283",NA,"2004"
"33403270",NA,"1999"
"33403310",NA,"2007"
"33403335",NA,"2004"
"33403335",NA,"2003"
"33403335",NA,"2002"
"33403335",NA,"2001"
"33403335",NA,"2000"
"33403335",NA,"1999"
"33403335",NA,"1998"
"33403335",NA,"1997"
"33403335",NA,"1996"
"33403335",NA,"1995"
"33403310",NA,"1994"
"33403335",NA,"1993"
"33403450",NA,"1996"
"33403310",NA,"2006"
"33403310",NA,"2005"
"33403310",NA,"2004"
"33403310",NA,"2003"
"33403310",NA,"2002"
"33403310",NA,"2001"
"33403310",NA,"2000"
"33403310",NA,"1999"
"33403310",NA,"1998"
"33403310",NA,"1997"
"33403335",NA,"1994"
"33501113",0.05,"2005"
"33403630",NA,"2006"
"33501115",0.05,"2005"
"33501115",0.05,"2004"
"33501115",0.05,"2003"
"33501115",0.05,"2002"
"33501115",0.05,"2001"
"33501115",0.05,"2000"
"33501115",0.05,"1999"
"33501115",0.05,"1998"
"33501115",0.05,"1997"
"33501117",0.05,"1995"
"33501113",0.05,"2007"
"33501117",0.05,"1998"
"33501113",0.05,"2004"
"33501113",0.05,"2003"
"33501113",0.05,"2002"
"33501113",0.05,"2001"
"33501113",0.05,"2000"
"33501113",0.05,"1999"
"33501113",0.05,"1998"
"33501113",0.05,"1997"
"33501113",0.05,"1995"
"33403450",NA,"1994"
"33501115",0.05,"1995"
"33501150",0.01,"1996"
"33501153",0.01,"1996"
"33501153",0.01,"1995"
"33501150",0.01,"2007"
"33501150",0.01,"2006"
"33501150",0.01,"2005"
"33501150",0.01,"2004"
"33501150",0.01,"2003"
"33501150",0.01,"2002"
"33501150",0.01,"2001"
"33501150",0.01,"2000"
"33501115",0.05,"2006"
"33501150",0.01,"1998"
"33403630",NA,"2005"
"33501150",0.01,"1995"
"33501119",0.01,"2007"
"33501117",0.05,"2006"
"33501117",0.05,"2005"
"33501117",0.05,"2004"
"33501117",0.05,"2003"
"33501117",0.05,"2002"
"33501117",0.05,"2001"
"33501117",0.05,"2000"
"33501117",0.05,"1999"
"33501150",0.01,"1999"
"33403530",NA,"2003"
"33403630",NA,"2007"
"33403615",NA,"2004"
"33403615",NA,"2003"
"33403615",NA,"2002"
"33403615",NA,"2001"
"33403615",NA,"2000"
"33403615",NA,"1999"
"33403615",NA,"1998"
"33403615",NA,"1997"
"33403615",NA,"1996"
"33403615",NA,"2006"
"33403530",NA,"2005"
"33403615",NA,"2007"
"33403530",NA,"2002"
"33403530",NA,"2000"
"33403530",NA,"1999"
"33403450",NA,"2007"
"33403450",NA,"2006"
"33403450",NA,"2004"
"33403450",NA,"2001"
"33403450",NA,"2000"
"33403450",NA,"1998"
"33403450",NA,"1997"
"33403615",NA,"1995"
"33403619",NA,"2005"
"33403630",NA,"2004"
"33403630",NA,"2003"
"33403630",NA,"2002"
"33403630",NA,"2001"
"33403630",NA,"2000"
"33403630",NA,"1999"
